-5000	3.995203518463873E-7
-4999.9	3.9953632355339415E-7
-4999.8	3.995522962181762E-7
-4999.7	3.995682698408105E-7
-4999.6	3.9958424442137313E-7
-4999.5	3.9960021995994107E-7
-4999.4	3.996161964565908E-7
-4999.3	3.996321739113987E-7
-4999.2	3.9964815232444176E-7
-4999.1	3.996641316957963E-7
-4999.0	3.9968011202553923E-7
-4998.9	3.9969609331374707E-7
-4998.8	3.997120755604963E-7
-4998.7	3.9972805876586394E-7
-4998.6	3.9974404292992624E-7
-4998.5	3.997600280527602E-7
-4998.4	3.9977601413444244E-7
-4998.3	3.9979200117504943E-7
-4998.2	3.998079891746582E-7
-4998.1	3.998239781333451E-7
-4998.0	3.998399680511872E-7
-4997.9	3.9985595892826106E-7
-4997.8	3.998719507646432E-7
-4997.7	3.9988794356041073E-7
-4997.6	3.9990393731564E-7
-4997.5	3.999199320304082E-7
-4997.4	3.9993592770479183E-7
-4997.3	3.9995192433886746E-7
-4997.2	3.999679219327123E-7
-4997.1	3.999839204864028E-7
-4997.0	3.99999920000016E-7
-4996.9	4.000159204736285E-7
-4996.8	4.0003192190731707E-7
-4996.7	4.000479243011588E-7
-4996.6	4.000639276552301E-7
-4996.5	4.0007993196960823E-7
-4996.4	4.0009593724436977E-7
-4996.3	4.0011194347959144E-7
-4996.2	4.001279506753505E-7
-4996.1	4.0014395883172335E-7
-4996.0	4.001599679487872E-7
-4995.9	4.001759780266188E-7
-4995.8	4.001919890652949E-7
-4995.7	4.002080010648927E-7
-4995.6	4.0022401402548867E-7
-4995.5	4.002400279471602E-7
-4995.4	4.002560428299839E-7
-4995.3	4.002720586740366E-7
-4995.2	4.002880754793955E-7
-4995.1	4.003040932461373E-7
-4995.0	4.0032011197433915E-7
-4994.9	4.003361316640779E-7
-4994.8	4.003521523154304E-7
-4994.7	4.003681739284738E-7
-4994.6	4.003841965032849E-7
-4994.5	4.004002200399409E-7
-4994.4	4.004162445385187E-7
-4994.3	4.00432269999095E-7
-4994.2	4.004482964217473E-7
-4994.1	4.004643238065522E-7
-4994.0	4.004803521535871E-7
-4993.9	4.004963814629288E-7
-4993.8	4.005124117346541E-7
-4993.7	4.005284429688406E-7
-4993.6	4.0054447516556476E-7
-4993.5	4.0056050832490413E-7
-4993.4	4.005765424469355E-7
-4993.3	4.00592577531736E-7
-4993.2	4.006086135793828E-7
-4993.1	4.006246505899527E-7
-4993.0	4.0064068856352326E-7
-4992.9	4.006567275001713E-7
-4992.8	4.006727673999738E-7
-4992.7	4.0068880826300816E-7
-4992.6	4.007048500893513E-7
-4992.5	4.0072089287908056E-7
-4992.4	4.0073693663227296E-7
-4992.3	4.0075298134900547E-7
-4992.2	4.0076902702935565E-7
-4992.1	4.007850736734003E-7
-4992.0	4.008011212812169E-7
-4991.9	4.008171698528824E-7
-4991.8	4.0083321938847403E-7
-4991.7	4.008492698880691E-7
-4991.6	4.008653213517446E-7
-4991.5	4.0088137377957803E-7
-4991.4	4.008974271716465E-7
-4991.3	4.00913481528027E-7
-4991.2	4.009295368487971E-7
-4991.1	4.0094559313403375E-7
-4991.0	4.009616503838145E-7
-4990.9	4.009777085982165E-7
-4990.8	4.0099376777731684E-7
-4990.7	4.0100982792119303E-7
-4990.6	4.0102588902992213E-7
-4990.5	4.0104195110358173E-7
-4990.4	4.0105801414224893E-7
-4990.3	4.010740781460009E-7
-4990.2	4.0109014311491526E-7
-4990.1	4.011062090490691E-7
-4990.0	4.0112227594853987E-7
-4989.9	4.011383438134049E-7
-4989.8	4.011544126437413E-7
-4989.7	4.0117048243962687E-7
-4989.6	4.011865532011385E-7
-4989.5	4.01202624928354E-7
-4989.4	4.012186976213504E-7
-4989.3	4.0123477128020517E-7
-4989.2	4.012508459049958E-7
-4989.1	4.0126692149579956E-7
-4989.0	4.01282998052694E-7
-4988.9	4.0129907557575646E-7
-4988.8	4.013151540650642E-7
-4988.7	4.0133123352069496E-7
-4988.6	4.013473139427259E-7
-4988.5	4.0136339533123464E-7
-4988.4	4.0137947768629857E-7
-4988.3	4.013955610079951E-7
-4988.2	4.0141164529640185E-7
-4988.1	4.01427730551596E-7
-4988.0	4.0144381677365543E-7
-4987.9	4.0145990396265746E-7
-4987.8	4.014759921186794E-7
-4987.7	4.01492081241799E-7
-4987.6	4.015081713320936E-7
-4987.5	4.0152426238964094E-7
-4987.4	4.0154035441451844E-7
-4987.3	4.015564474068034E-7
-4987.2	4.015725413665738E-7
-4987.1	4.015886362939068E-7
-4987.0	4.016047321888803E-7
-4986.9	4.016208290515717E-7
-4986.8	4.0163692688205846E-7
-4986.7	4.016530256804184E-7
-4986.6	4.016691254467289E-7
-4986.5	4.016852261810678E-7
-4986.4	4.0170132788351254E-7
-4986.3	4.017174305541406E-7
-4986.2	4.0173353419302996E-7
-4986.1	4.017496388002579E-7
-4986.0	4.017657443759023E-7
-4985.9	4.0178185092004076E-7
-4985.8	4.017979584327508E-7
-4985.7	4.018140669141103E-7
-4985.6	4.018301763641966E-7
-4985.5	4.0184628678308777E-7
-4985.4	4.018623981708613E-7
-4985.3	4.018785105275948E-7
-4985.2	4.0189462385336616E-7
-4985.1	4.0191073814825285E-7
-4985.0	4.0192685341233285E-7
-4984.9	4.0194296964568383E-7
-4984.8	4.019590868483832E-7
-4984.7	4.0197520502050924E-7
